total+总收益率%,total+交易胜率%,total+盈亏比,total+交易次数,total+最大回撤%,strategy_name
-4.136,27.778,2.398,216.0,10.81,emacd_histogram_increase^8^14^11|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-4.129,36.012,1.687,336.0,12.235,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-4.12,39.498,1.464,319.0,12.185,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-4.104,40.0,1.427,320.0,13.612,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-4.103,39.252,1.479,321.0,11.521,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-4.012,35.484,1.732,341.0,11.209,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-4.012,35.522,1.728,335.0,10.09,bb_neutral^10.0^2.5|bb_neutral^12.0^2.0999999999999996&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-3.992,40.0,1.433,315.0,10.215,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.982,35.736,1.716,333.0,9.98,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
-3.965,35.435,1.738,333.0,9.306,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-3.934,39.441,1.471,322.0,12.4,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.899,39.185,1.486,319.0,11.499,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.847,50.0,0.953,238.0,14.054,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&price_crossover_ema^12|emacd_start_increase^220^616|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
-3.803,33.934,1.857,333.0,10.855,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-3.784,39.365,1.476,315.0,11.945,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.761,46.154,1.115,273.0,13.939,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|emacd_start_increase^220^616|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
-3.714,35.119,1.766,336.0,11.418,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_start_increase^220^616|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-3.712,39.13,1.493,322.0,11.718,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.703,34.808,1.79,339.0,12.269,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-3.699,39.49,1.464,314.0,11.746,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.694,37.082,1.625,329.0,12.696,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-3.692,41.587,1.343,315.0,11.836,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.655,35.417,1.745,336.0,12.36,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-3.603,40.895,1.384,313.0,13.855,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.575,41.026,1.375,312.0,12.502,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.534,40.635,1.399,315.0,12.059,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.517,40.506,1.407,316.0,13.364,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.443,33.022,1.939,321.0,10.444,emacd_histogram_increase^8^14^11|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-3.387,33.016,1.94,315.0,11.209,emacd_histogram_increase^8^14^11|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-3.372,33.533,1.901,334.0,12.042,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-3.313,37.015,1.635,335.0,14.114,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-3.285,40.764,1.4,314.0,11.042,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-3.269,40.625,1.405,320.0,13.324,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-3.07,37.538,1.601,325.0,13.105,smi_neutral^11^7^30.0^-30.0^EMA|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|second_wave_trend_1^18|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-2.97,36.716,1.663,335.0,13.306,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.896,38.065,1.569,310.0,13.32,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
-2.877,35.905,1.722,337.0,12.096,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.868,35.398,1.763,339.0,12.305,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.854,34.328,1.846,335.0,11.021,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.82,34.535,1.831,333.0,10.962,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_start_increase^200^320|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.728,27.907,2.448,215.0,10.591,emacd_histogram_increase^8^14^11|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.715,40.127,1.443,314.0,11.332,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_start_increase^200^320|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-2.648,33.228,1.94,316.0,11.332,emacd_histogram_increase^8^14^11|rsi_neutral^90^65^35&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.643,40.446,1.429,314.0,10.156,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-2.578,35.312,1.776,337.0,11.92,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.493,36.982,1.654,338.0,14.011,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.484,33.439,1.925,314.0,9.321,emacd_histogram_increase^8^14^11|bb_neutral^12.0^2.0999999999999996&price_crossover_ema^12|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.457,36.061,1.72,330.0,10.188,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-2.392,34.132,1.874,334.0,12.119,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.382,39.677,1.48,310.0,10.659,kc_neutral^8.0^8.0^1.7|smi_neutral^11^7^30.0^-30.0^EMA&price_crossover_ema^12|second_wave_trend_2^16|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-2.343,35.671,1.75,328.0,9.981,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.287,41.667,1.361,312.0,11.813,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|emacd_start_increase^200^320|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-2.199,33.121,1.961,314.0,9.706,emacd_histogram_increase^8^14^11|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.15,36.686,1.682,338.0,13.208,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-2.144,33.754,1.912,317.0,9.086,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|smacd_histogram_start_increase_2^220^440^220|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-2.14,34.925,1.815,335.0,10.719,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-2.044,33.856,1.905,319.0,8.987,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-2.029,28.293,2.43,205.0,9.326,rvi_higher_signal^14^6|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
-2.0,34.524,1.851,336.0,11.078,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.995,36.119,1.725,335.0,11.106,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.989,35.522,1.771,335.0,11.086,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.988,35.78,1.75,327.0,9.981,bb_neutral^10.0^2.5|bb_neutral^12.0^2.0999999999999996&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.946,37.829,1.606,304.0,9.825,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|emacd_histogram_start_increase_2^140^252^84|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-1.893,35.976,1.738,328.0,10.187,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.848,33.538,1.936,325.0,10.417,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|smacd_histogram_start_increase_2^220^440^220|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.799,38.006,1.596,321.0,12.171,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|second_wave_trend_1^18|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-1.752,28.986,2.364,207.0,8.352,rvi_higher_signal^14^6|kdj_d_overbought^90^81^45^50&price_crossover_ema^12|emacd_start_increase^200^320|price_crossover_sma_2^230&roc_crossunder0^59|trailing_stop^34^1.5
-1.721,29.048,2.359,210.0,8.979,price_higher_sma^6|kdj_d_overbought^90^81^45^50&price_crossover_ema^12|rvi_crossover_signal^100^80|supertrend_long_signal^200.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.579,46.816,1.114,267.0,13.634,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|emacd_start_increase^220^616|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
-1.567,38.944,1.539,303.0,9.724,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&price_crossover_ema^12|smacd_histogram_start_increase_2^220^440^220|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-1.545,36.418,1.713,335.0,11.137,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.501,37.195,1.658,328.0,11.66,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_1^18|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-1.473,33.227,1.97,313.0,9.866,emacd_histogram_increase^8^14^11|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.391,34.365,1.878,323.0,8.871,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-1.36,46.992,1.109,266.0,13.522,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|emacd_start_increase^220^616|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
-1.354,34.835,1.84,333.0,11.269,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|adx_plus_crossover_minus^20|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.259,28.986,2.389,207.0,9.921,rvi_higher_signal^14^6|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-1.25,40.453,1.45,309.0,10.87,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-1.228,28.641,2.429,206.0,9.219,rvi_higher_signal^14^6|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
-1.082,38.511,1.575,309.0,10.385,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
-1.062,35.03,1.83,334.0,10.765,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
-1.048,51.293,0.937,232.0,12.942,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|emacd_start_increase^220^616|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
-1.033,38.111,1.603,307.0,10.108,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
-1.015,40.193,1.471,311.0,10.867,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.99,40.385,1.459,312.0,11.188,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-0.983,40.256,1.468,313.0,10.864,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.93,35.692,1.781,325.0,9.224,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
-0.884,44.485,1.234,272.0,11.714,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&price_crossover_ema^12|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
-0.839,28.972,2.411,214.0,9.154,kdj_d_overbought^90^81^45^50|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
-0.833,38.312,1.594,308.0,10.398,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
-0.793,39.871,1.494,311.0,10.741,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.784,35.928,1.766,334.0,11.219,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-0.761,39.936,1.491,313.0,10.738,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.701,38.636,1.576,308.0,10.339,bb_neutral^12.0^2.0999999999999996|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.659,29.469,2.362,207.0,7.884,rvi_higher_signal^14^6|kdj_d_overbought^90^81^45^50&price_crossover_ema^12|rsi_fast_crossover_slow^60^156|price_crossover_sma_2^230&roc_crossunder0^59|trailing_stop^34^1.5
-0.657,29.439,2.366,214.0,9.092,kdj_d_overbought^90^81^45^50|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|smacd_histogram_start_increase_2^220^440^220|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-0.493,35.843,1.779,332.0,10.258,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
-0.435,41.558,1.398,308.0,11.289,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
-0.418,34.472,1.891,322.0,9.713,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&price_crossover_ema^12|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-0.415,28.856,2.444,201.0,9.466,kdj_k_higher_d^8^4^2|kdj_d_overbought^90^81^45^50&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
-0.366,37.421,1.664,318.0,11.847,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^80.0^5.0&rsi_crossover50^8|second_wave_trend_1^18|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
-0.295,39.936,1.499,313.0,10.963,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
-0.295,36.308,1.748,325.0,9.182,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^89|trailing_stop^34^1.5
