开始时间,结束时间,total+总收益率%,total+年化收益率%,total+最大回撤%,total+sharpe比率,total+sortino比率,total+calmar比率,total+年化波动率%,total+日波动率%,total+均持天数,total+交易次数,total+交易胜率%,total+盈亏比,total+bar胜率%,total+总交易成本%,strategy_name
2026-02-16 08:15:00,2026-06-18,15.324,53.384,6.901,2.227,0.908,7.736,23.969,1.255,0.464,28.0,50.0,2.001,50.824,2.8,adx_plus_higher_minus^18&smi_k_crossover_d_2^140^42^70^15&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.363,53.537,4.76,2.65,0.96,11.247,20.203,1.057,0.493,20.0,50.0,2.802,52.248,2.0,adx_lower_threshold^35.0^15.0&kdj_d_crossover50^70^28^21&trailing_stop^34^3.0
2026-02-16 08:15:00,2026-06-18,15.419,53.762,6.498,2.607,1.072,8.274,20.623,1.079,0.511,10.0,50.0,3.272,51.497,1.0,kdj_k_neutral^60^54^80^20&smacd_crossover_signal^220^484^176&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.466,53.95,7.01,3.153,1.148,7.696,17.108,0.895,0.762,12.0,50.0,2.971,51.505,1.2,rvi_neutral^190^15.0^-15.0^SMA&mass_crossunder1^190^171&trailing_stop^34^3.0
2026-02-16 08:15:00,2026-06-18,15.477,53.992,6.359,2.385,0.988,8.491,22.637,1.185,0.469,32.0,50.0,1.837,52.953,3.2,emacd_histogram_increase^170^238^119&kdj_d_crossover50^70^28^21&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.484,54.02,7.798,2.513,0.974,6.928,21.494,1.125,0.513,28.0,50.0,1.955,51.277,2.8,skew_positive^100^EMA&stoch_k_crossover50^80^24&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.494,54.062,6.6,2.291,1.076,8.191,23.603,1.235,0.582,29.0,48.276,2.203,50.181,2.9,smi_overbought^230^115^0.0^SMA&rvi_crossover0^130^SMA&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.525,54.184,7.613,2.601,0.871,7.117,20.836,1.091,0.484,21.0,52.381,2.042,52.03,2.1,skew_positive^100^EMA&smi_k_crossover_d_2^140^42^70^15&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.534,54.223,8.157,2.739,1.112,6.648,19.798,1.036,0.514,23.0,52.174,1.868,52.911,2.3,kdj_d_overbought^26^21^18^50&smi_k_crossover_d^190^57^95&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,15.548,54.276,4.467,3.585,1.111,12.149,15.139,0.792,0.599,10.0,50.0,4.626,54.592,1.0,convexity_lower1^6^SMA&aroon_diff_crossover0^90&trailing_stop^34^3.0
2026-02-16 08:15:00,2026-06-18,15.551,54.289,7.498,2.55,0.924,7.241,21.29,1.114,0.848,16.0,62.5,1.542,53.1,1.6,kdj_d_neutral^60^24^30^55^45&supertrend_long_signal^70.0^3.6999999999999993&trailing_stop^34^3.5
