param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
140.0,supertrend_short_signal,[140.    3.9],supertrend_short_signal^140.0^3.9,4,4,66,0.009,0.2304276645777495,65,0.053,1.966,53.846,0.921,0.027,0.0,0.05314287894201424,65,0.331,2.705,56.923,1.031,0.122,92.79538904899137,0.4355654085027727,65,0.279,3.13,47.692,1.377,0.089,102.94736842105263,0.36593301277955276,3.9,,
170.0,supertrend_short_signal,[170.    3.9],supertrend_short_signal^170.0^3.9,4,4,64,0.009,0.24425800606412718,63,0.033,1.95,52.381,0.951,0.017,0.0,0.03305584615384615,63,0.398,2.771,57.143,1.084,0.144,57.1966842501884,0.5248314399133887,63,0.268,3.109,47.619,1.376,0.086,85.85858585858587,0.3514032550659376,3.9,,
220.0,trix_crossunder_signal,[220 264],trix_crossunder_signal^220^264,4,0,7,0.001,0.2593232382112692,7,0.589,2.012,57.143,1.438,0.293,-1.0,0.42436981610337965,7,0.211,2.09,71.429,0.544,0.101,-1.0,0.14919113397129186,7,0.017,4.087,71.429,0.404,0.004,-1.0,0.011904949840959139,264,,
100.0,mass_crossunder1,[100  40],mass_crossunder1^100^40,4,2,42,0.006,0.27502724911505205,42,0.43,2.004,61.905,1.171,0.215,-1.0,0.3074585828343313,42,0.461,2.865,50.0,1.574,0.161,-1.0,0.32789248516579406,42,0.163,3.375,52.381,1.04,0.048,-1.0,0.11465106074074076,40,,
170.0,roc_crossunder0,[170],roc_crossunder0^170,4,4,109,0.015,0.27520085750549006,107,0.214,1.704,54.206,1.195,0.126,-311.70731707317077,0.1516812910798122,107,0.627,2.679,57.009,1.447,0.234,-170.0906344410876,0.4491721276595745,107,0.455,3.19,57.009,1.105,0.143,-280.54354539839403,0.323042868338558,,,
170.0,adx_plus_crossunder_minus,[170],adx_plus_crossunder_minus^170,4,3,54,0.008,0.27837169285586344,53,0.215,2.015,54.717,1.163,0.107,-387.6404494382019,0.15210583126550867,52,0.324,1.998,55.769,1.24,0.162,1028.5714285714284,0.4280302702702703,52,0.365,2.929,51.923,1.302,0.125,0.0,0.36954848071014,,,
100.0,emacd_start_decrease,[100 160],emacd_start_decrease^100^160,4,4,174,0.025,0.29095895609441236,173,0.292,1.937,58.96,1.049,0.151,12.232415902140673,0.38532241610738255,172,0.207,2.653,54.651,1.023,0.078,298.4962406015037,0.27119964945344893,172,0.065,2.902,55.233,0.861,0.022,1949.9999999999982,0.08468926602343212,160,,
140.0,adx_plus_crossunder_minus,[140],adx_plus_crossunder_minus^140,4,3,73,0.01,0.30105210408827077,72,0.062,1.627,56.944,0.849,0.038,0.0,0.06223626306084819,71,0.313,1.914,57.746,1.141,0.164,1885.7142857142862,0.4135541118077325,71,0.551,3.027,57.746,1.197,0.182,98.02469135802471,0.7293386950776348,,,
45.0,kc_price_crossunder_low_2,[45.  45.   3.9],kc_price_crossunder_low_2^45.0^45.0^3.9,4,4,75,0.011,0.30412181757410117,73,0.33,2.416,57.534,1.105,0.137,79.0728476821192,0.43485968543046366,73,0.226,3.193,54.795,1.01,0.071,-163.90532544378698,0.1593197369245224,73,0.276,4.165,53.425,1.045,0.066,-291.37931034482756,0.19448026890756304,45.0,3.9,
45.0,kc_price_crossunder_low,[45.  45.   3.9],kc_price_crossunder_low^45.0^45.0^3.9,4,4,75,0.011,0.30412181757410117,73,0.33,2.416,57.534,1.105,0.137,79.0728476821192,0.43485968543046366,73,0.226,3.193,54.795,1.01,0.071,-163.90532544378698,0.1593197369245224,73,0.276,4.165,53.425,1.045,0.066,-291.37931034482756,0.19448026890756304,45.0,3.9,
140.0,price_crossunder_sma,[140],price_crossunder_sma^140,4,4,172,0.024,0.315406590922794,171,0.363,1.949,56.14,1.328,0.186,289.44519621109606,0.48068910723447916,171,0.153,2.522,48.538,1.245,0.061,1312.844036697248,0.20010664948453608,171,0.107,3.203,45.614,1.299,0.033,-177.38095238095238,0.07515021230096783,,,
200.0,roc_crossunder0,[200],roc_crossunder0^200,4,4,102,0.014,0.31875822064124704,101,0.263,2.019,59.406,0.987,0.13,-148.25765575501583,0.18649813273897967,100,0.422,2.874,58.0,1.085,0.147,141.4893617021277,0.5566552957550451,100,0.413,3.448,59.0,0.962,0.12,-220.49535603715168,0.2925628277262181,,,
190.0,aroon_diff_crossunder0,[190],aroon_diff_crossunder0^190,4,0,21,0.003,0.320819698535385,20,0.584,1.798,50.0,2.65,0.325,-1.0,0.42207804226918794,20,0.276,3.142,45.0,1.572,0.088,-1.0,0.19489711012094207,20,0.363,3.753,70.0,0.569,0.097,-1.0,0.25655772182254194,,,
130.0,price_crossunder_sma,[130],price_crossunder_sma^130,4,4,184,0.026,0.3248630586009946,183,0.334,1.8,55.738,1.37,0.186,370.17268445839875,0.4422568222222223,183,0.231,2.4,53.552,1.114,0.096,1427.9329608938544,0.30319038750000005,183,0.091,3.089,47.541,1.191,0.029,-139.8963730569948,0.06388765619941729,,,
110.0,price_crossunder_sma_2,[110],price_crossunder_sma_2^110,4,4,139,0.02,0.33196340358277865,138,0.384,1.892,64.493,0.949,0.203,35.03649635036496,0.509331754756871,137,0.192,2.409,53.285,1.083,0.08,34.73154362416107,0.2515893399750934,136,0.013,3.267,44.118,1.28,0.004,-248.52941176470594,0.009103621059075603,,,
90.0,mass_crossunder1,[90 54],mass_crossunder1^90^54,4,2,43,0.006,0.33653881915120687,43,0.58,2.205,60.465,1.422,0.263,-1.0,0.416679365079365,43,0.502,2.889,53.488,1.392,0.174,-1.0,0.3575060159224645,43,0.149,3.559,55.814,0.888,0.042,-1.0,0.10473665917392525,54,,
200.0,aroon_diff_crossunder0,[200],aroon_diff_crossunder0^200,4,0,20,0.003,0.3456221399272914,19,0.641,2.368,52.632,2.168,0.271,-1.0,0.4608459755067567,19,0.344,3.312,52.632,1.198,0.104,-1.0,0.24330106280193234,19,0.299,3.588,68.421,0.59,0.083,-1.0,0.21104416666666664,,,
200.0,emacd_histogram_start_decrease_2,[200 320 140],emacd_histogram_start_decrease_2^200^320^140,4,4,109,0.015,0.35033378949014377,108,0.236,1.972,52.778,1.231,0.12,21.74496644295302,0.3104716430020284,108,0.322,2.601,56.481,1.068,0.124,50.69686411149825,0.42378220684352175,108,0.478,3.066,61.111,0.949,0.156,-51.44963144963145,0.3398165296803653,320,140,
210.0,mass_crossover1,[210 168],mass_crossover1^210^168,4,0,11,0.002,0.3523312660638244,11,0.841,1.518,72.727,1.585,0.554,-1.0,0.6213150658761527,11,0.027,2.495,45.455,1.234,0.011,-1.0,0.018920452905811624,11,0.255,3.059,45.455,1.523,0.083,-1.0,0.17998798627002285,168,,
220.0,trix_start_decrease,[220],trix_start_decrease^220,4,0,17,0.002,0.3717362370236814,17,0.535,1.673,52.941,2.808,0.32,-1.0,0.3864759414225941,17,0.765,2.182,58.824,1.942,0.351,-1.0,0.5542744042163154,16,0.087,2.948,68.75,0.495,0.03,-1.0,0.0610797252374491,,,
